String,CMC,pCMC,Temperature,Class,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C([O-])=O.[Na+],0.0299985318119079,1.5229,25.0,Anionic,12.797638888888887,12.797638888888887,0.0,-8.49861111111111,0.43876852029757357,15.5,436.04600000000005,436.04600000000005,435.95564681999997,150,0,1.0,-0.5437144161550403,1.0,0.5437144161550403,0.5,0.7307692307692307,0.9615384615384616,2.3520090748010207,0.0,536.2546988024449,21.077350269189626,11.485963676066131,13.485963676066131,10.443375672974065,4.992981838033066,4.992981838033066,4.2315748142346905,4.2315748142346905,2.5840847110510143,2.5840847110510143,1.0948726658446293,1.0948726658446293,-0.5800000000000005,2.3520090748010207,27.637139073292,6.788320406029708,3.334208945193415,153.14603234745107,9.901064578912528,5.969305287951849,0.0,0.0,0.0,71.26875955861887,0.0,0.0,65.8562257151223,0.0,0.0,0.0,0.0,0.0,105.31457632664278,5.969305287951849,0.0,0.0,0.0,41.711473526010934,0.0,0.0,0.0,0.0,34.66381342744864,65.8562257151223,0.0,0.0,47.68077881396278,4.794537184071822,0.0,0.0,0.0,0.0,0.0,0.0,40.129999999999995,47.68077881396278,75.75729029403485,0.0,29.557286032607934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.2397217104434,0.0,9.612184547430083,9.612184547430083,0.0,-53.34124070924666,0.0,-7.706183429390274,0.0,0.0,0.875,26,0,2,0,0,0,0,0,0,2,0,18,6,0,0,0,0,0.11440000000000117,40.744,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C([O-])=O.[Li+],0.0329989407910834,1.4815,25.0,Anionic,12.797638888888887,12.797638888888887,0.0,-8.49861111111111,0.45279164137471467,15.5,419.997,419.997,419.98188208999994,150,0,1.0,-0.5437144161550403,1.0,0.5437144161550403,0.5,0.7307692307692307,0.9615384615384616,2.3520090748010207,0.0,536.2546988024449,21.077350269189626,11.485963676066131,11.485963676066131,10.443375672974065,4.992981838033066,4.992981838033066,4.2315748142346905,4.2315748142346905,2.5840847110510143,2.5840847110510143,1.0948726658446293,1.0948726658446293,-0.9825974025974031,2.3520090748010207,27.23840454389237,6.56734516395195,3.203526328541864,143.03019825067153,9.901064578912528,5.969305287951849,0.0,0.0,0.0,60.572076737285556,0.0,0.0,65.8562257151223,0.0,0.0,0.0,0.0,0.0,94.61789350530947,5.969305287951849,0.0,0.0,0.0,41.711473526010934,0.0,0.0,0.0,0.0,23.967130606115326,65.8562257151223,0.0,0.0,47.68077881396278,4.794537184071822,0.0,0.0,0.0,0.0,0.0,0.0,40.129999999999995,47.68077881396278,75.75729029403485,0.0,18.860603211274622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.2397217104434,0.0,9.612184547430083,9.612184547430083,0.0,-53.34124070924666,0.0,-7.706183429390274,0.0,0.0,0.875,26,0,2,0,0,0,0,0,0,2,0,18,6,0,0,0,0,0.11440000000000117,40.744,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FC(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C([O-])=O.[Na+],0.0299985318119079,1.5229,25.0,Anionic,12.97737670068027,12.97737670068027,0.0,-8.62611111111111,0.45415466866003257,15.5,436.04600000000005,436.04600000000005,435.95564681999997,150,0,1.0,-0.5437144162174183,1.0,0.5437144162174183,0.5384615384615384,0.8076923076923077,1.0,2.3312190434821343,0.0,518.7449237981178,21.077350269189626,11.485963676066131,13.485963676066131,10.443375672974065,4.992981838033066,4.992981838033066,4.239021149158649,4.239021149158649,2.65327235152222,2.65327235152222,1.2555869515589149,1.2555869515589149,-0.5800000000000005,2.3312190434821343,27.637139073292,6.788320406029708,3.334208945193415,153.14603234745107,9.901064578912528,5.969305287951849,0.0,0.0,0.0,71.26875955861887,0.0,4.39041504767482,61.46581066744749,0.0,0.0,0.0,0.0,0.0,105.31457632664278,5.969305287951849,0.0,0.0,0.0,41.711473526010934,0.0,0.0,0.0,0.0,34.66381342744864,65.8562257151223,0.0,0.0,47.68077881396278,4.794537184071822,0.0,0.0,0.0,0.0,0.0,0.0,40.129999999999995,47.68077881396278,75.75729029403485,0.0,29.557286032607934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.92091222600152,0.0,9.627282927059714,9.627282927059714,-8.442517951625094,-37.21514125094482,0.0,-16.101152210884354,0.0,0.0,0.875,26,0,2,0,0,0,0,0,0,2,0,18,5,0,0,0,0,0.11440000000000117,40.744,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C([O-])=O.[Li+],0.0049000442279323,2.3098,25.0,Anionic,12.975492252456537,12.975492252456537,0.0,-8.791111111111109,0.4076302133981339,15.758620689655173,470.004,470.004,469.97868852999994,168,0,1.0,-0.5437144161550403,1.0,0.5437144161550403,0.4482758620689655,0.6551724137931034,0.8620689655172413,2.43820249313014,0.0,620.8833307737909,23.577350269189626,12.741892622084585,12.741892622084585,11.693375672974065,5.620946311042293,5.620946311042293,4.805967858672489,4.805967858672489,2.978424090412771,2.978424090412771,1.2920423555255072,1.2920423555255072,-1.1225974025974033,2.43820249313014,30.07360805080637,7.234707936510306,3.610330292130016,157.72621117092058,9.901064578912528,5.969305287951849,0.0,0.0,0.0,66.49460590538013,0.0,0.0,74.63705581047195,0.0,0.0,0.0,0.0,0.0,103.39872360065911,5.969305287951849,0.0,0.0,0.0,47.63400269410551,0.0,0.0,0.0,0.0,23.967130606115326,74.63705581047195,0.0,0.0,53.60330798205736,4.794537184071822,0.0,0.0,0.0,0.0,0.0,0.0,40.129999999999995,53.60330798205736,84.53812038938449,0.0,18.860603211274622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213.66318126172132,0.0,9.65489115900033,9.65489115900033,0.0,-63.46178850938524,0.0,-7.84450840367011,0.0,0.0,0.8888888888888888,29,0,2,0,0,0,0,0,0,2,0,20,7,0,0,0,0,0.749700000000002,45.690999999999995,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)([O-])=O.[Li+],0.0062994118054855,2.2007,25.0,Anionic,13.016733749055177,13.016733749055177,0.0,-8.920833333333329,0.2992442143944216,16.333333333333332,506.059,506.059,505.94567414999995,176,0,1.0,-0.7431795442958711,1.0,0.7431795442958711,0.43333333333333335,0.6333333333333333,0.8333333333333334,2.428458451445245,0.0,738.5924574214989,24.5,13.058389203012311,13.874885783940037,12.0,5.666822165810363,7.075070456274225,4.915017711412598,6.335996847032578,3.007232497376047,3.891562392963333,1.3064465590071455,1.7486115068007881,-0.6825974025974033,2.428458451445245,31.503116205594953,7.4335155347192154,3.719926992278964,164.03414921432488,4.552749873690364,0.0,10.118126859033554,0.0,0.0,65.82663788920091,0.0,8.417796984328938,74.63705581047195,0.0,0.0,0.0,0.0,0.0,106.46820587976586,10.118126859033554,0.0,0.0,0.0,46.96603467792629,0.0,0.0,0.0,0.0,18.860603211274622,74.63705581047195,0.0,0.0,59.93658153594559,10.118126859033554,0.0,0.0,0.0,0.0,0.0,0.0,57.199999999999996,57.08416153695984,87.60760266849124,0.0,18.860603211274622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.04961296401274,0.0,0.0,-7.953531037414967,0.0,-52.14336734693877,0.0,-7.89274914441085,0.0,-8.143298768581507,1.0,30,0,3,0,0,0,0,0,0,3,0,22,7,0,0,0,0,1.5025000000000026,50.3812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCCCCCCCCCC([O-])=O.[Na+],0.0029901983671705,2.5243,25.0,Anionic,10.095290643464864,10.095290643464864,0.0,-0.9093094491520717,0.3746812727061197,9.666666666666666,222.30399999999997,199.11999999999998,222.15957425599998,84,0,1.0,-0.5501718609055201,1.0,0.5501718609055201,0.8666666666666667,1.2666666666666666,1.6666666666666667,2.1483333752626295,0.0,137.5838089254739,10.648418081055103,10.387564392793204,12.387564392793204,6.770055610029663,5.968908462243684,5.968908462243684,3.9504355926743355,3.9504355926743355,2.484454231121842,2.484454231121842,1.579997739077227,1.579997739077227,0.47,2.1483333752626295,17.852218121713463,14.47,17.103090834738897,116.122769761144,9.901064578912528,0.0,0.0,0.0,0.0,29.557286032607934,0.0,0.0,0.0,0.0,58.29031018309871,12.841643245852019,5.969305287951849,0.0,39.45835061152046,5.969305287951849,0.0,0.0,0.0,71.13195342895074,0.0,0.0,0.0,0.0,34.66381342744864,0.0,0.0,0.0,5.969305287951849,4.794537184071822,0.0,71.13195342895074,0.0,0.0,0.0,0.0,40.129999999999995,5.969305287951849,9.901064578912528,0.0,35.97810765553395,0.0,12.841643245852019,44.94575136048208,0.0,0.0,6.923737199690624,0.0,0.0,0.0,10.095290643464864,10.095290643464864,0.0,-0.9093094491520717,0.0,11.163235514719101,2.222159314169908,0.0,0.9166666666666666,15,0,2,0,0,0,0,0,0,2,0,3,10,0,0,0,0,-0.33879999999999866,56.85100000000005,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
CCCCCCCCCCCCOCCOCCOCCOCCOCCC([O-])=O.[Na+],0.0034897956743787,2.4572,25.0,Anionic,10.173549916232561,10.173549916232561,0.0,-1.104459243517881,0.13512951149885005,10.870967741935484,456.59600000000034,411.23600000000016,456.3062980599999,180,0,1.0,-0.550079737398302,1.0,0.550079737398302,0.5161290322580645,0.8387096774193549,1.2258064516129032,2.7322964170615984,0.0,345.88667617827855,21.96212658003986,20.206980438164543,22.206980438164543,14.770055610029663,11.855659808191813,11.855659808191813,7.365851161746582,7.365851161746582,4.580786182045976,4.580786182045976,2.8287780131612865,2.8287780131612865,0.27,2.7322964170615984,33.44315781849862,30.269999999999996,32.53072647602127,211.70485916704115,33.58537934791277,0.0,0.0,0.0,0.0,29.557286032607934,0.0,0.0,0.0,0.0,64.71113180602472,6.4208216229260096,18.997008875390776,59.46193768061625,63.142665380520704,5.969305287951849,0.0,0.0,0.0,77.55277505187675,66.06881964512917,0.0,0.0,0.0,34.66381342744864,0.0,0.0,0.0,72.03812493308102,28.478851953072066,0.0,77.55277505187675,0.0,0.0,0.0,0.0,86.28,5.969305287951849,9.901064578912528,0.0,42.58498962004686,52.85505571610334,13.027703587438928,57.787394606334104,0.0,0.0,6.923737199690624,23.684314769000245,26.81009996698177,0.0,10.173549916232561,10.173549916232561,0.0,-1.104459243517881,0.0,13.291570096370187,7.322356014367468,0.0,0.9565217391304348,31,0,7,0,0,0,0,0,0,7,0,8,26,0,0,0,0,0.13430000000000542,115.5630000000001,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCC([O-])=O.[Na+],0.0059006519699566,2.2291,25.0,Anionic,10.213628707879852,10.213628707879852,0.0,-1.117825070240858,0.06854403171061182,11.186046511627907,632.8080000000004,571.3200000000004,632.4111570519999,252,0,1.0,-0.550079737398302,1.0,0.550079737398302,0.37209302325581395,0.6046511627906976,0.8837209302325582,2.982876944343208,0.0,518.1255334652692,30.447407954278415,27.496827849512364,29.496827849512364,20.77005561002966,16.165060884950318,16.165060884950318,9.815340904529759,9.815340904529759,6.068820053758561,6.068820053758561,3.7084308244161828,3.7084308244161828,0.1100000000000001,2.982876944343208,45.23280831825621,42.11,44.29094366465412,283.0785770002416,52.53283116311297,0.0,0.0,0.0,0.0,29.557286032607934,0.0,0.0,0.0,0.0,64.71113180602472,6.4208216229260096,18.997008875390776,112.31699339671962,82.0901171957209,5.969305287951849,0.0,0.0,0.0,77.55277505187675,118.92387536123255,0.0,0.0,0.0,34.66381342744864,0.0,0.0,0.0,124.8931806491844,47.42630376827226,0.0,77.55277505187675,0.0,0.0,0.0,0.0,123.20000000000002,5.969305287951849,9.901064578912528,0.0,42.58498962004686,105.7101114322067,13.027703587438928,57.787394606334104,0.0,0.0,6.923737199690624,42.63176658420044,48.791560302574105,0.0,10.213628707879852,10.213628707879852,0.0,-1.117825070240858,0.0,13.276949891453672,11.288724127120028,0.0,0.967741935483871,43,0,11,0,0,0,0,0,0,11,0,12,38,0,0,0,0,0.20070000000000876,158.83899999999971,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
CCCCCCCCCC1=CC=C(C=C1)OCC(C)OCC(OCC(S(=O)(O[O-])=O)C)C.[Na+],5.900651969956664e-05,4.2291,25.0,Anionic,11.266188792900971,11.266188792900971,0.0,-4.120405258480256,0.12288133028107502,14.333333333333334,496.64200000000034,455.3140000000002,496.24706893199993,186,0,1.0,-0.7070158248668564,1.0,0.7070158248668564,0.8181818181818182,1.3636363636363635,1.9696969696969697,2.7939331883181477,1.0239974876864757e-05,697.2692125047996,23.821780188492536,21.085612801090313,23.90210938201804,15.279224090232555,11.78274605265579,13.254150573446823,8.485634109198626,10.412053286464431,5.295605464633487,6.606965319017881,3.098325648924575,3.4776827114104756,-0.19000000000000017,2.7939331883181477,32.81,19.052971181688758,15.42400528980228,222.4258730451544,23.801617687802683,17.606331827778998,0.0,0.0,10.118126859033554,29.557286032607934,0.0,0.0,8.417796984328938,0.0,57.581401074169904,51.3090404735441,0.0,25.421696704522443,61.776700704739554,10.118126859033554,0.0,0.0,0.0,96.51939258764935,19.820645893538753,29.828919765543436,0.0,5.749511833283905,39.55138438070475,0.0,5.749511833283905,0.0,45.69631368334646,30.34646782166543,0.0,78.20415165094155,24.26546827384644,0.0,0.0,0.0,94.12,15.368064889015727,13.675032378625705,0.0,54.97898273713038,6.606881964512918,12.170333456209914,57.43294005186969,6.923737199690624,19.056471336613846,23.39026476871961,14.210588861400147,42.69597812526589,0.0,0.0,9.147031448317499,1.3331500976987436,0.8099152281726654,8.22944322332566,9.825391484462026,7.8294956512377665,-4.120405258480256,0.75,33,0,7,0,0,0,1,0,1,7,0,9,19,0,0,0,1,1.1829000000000023,123.9288000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
CCCCCCCCCC1=CC=C(OCC(OCC(C)OCC(OCC(C)OCC(C)OCC(S(=O)(O[O-])=O)C)C)C)C=C1.[Na+],2.9998531811907933e-05,4.5229,25.0,Anionic,11.339593563055939,11.339593563055939,0.0,-4.149885571878996,0.05689220538628784,15.911111111111111,670.8820000000003,611.4100000000002,670.3726633679998,258,0,1.0,-0.7070158248668564,1.0,0.7070158248668564,0.6,1.0,1.4444444444444444,3.017046113647114,1.935990810205601e-05,933.9200327928639,32.79647168318069,29.16372882361042,31.980225404538146,20.96076464058461,16.312673916587247,17.784078437378277,11.917485761776758,13.843904939042567,7.141958135053509,8.453317989437902,4.141988760841297,4.521345823327196,-0.31000000000000005,3.017046113647114,44.69,26.6206409326311,22.8162757553695,295.05098776324456,38.01220654920284,17.606331827778998,0.0,0.0,10.118126859033554,29.557286032607934,0.0,0.0,8.417796984328938,0.0,57.581401074169904,72.08025207261598,0.0,63.554241761306095,75.98728956613971,10.118126859033554,0.0,0.0,0.0,135.60250334996613,39.641291787077506,29.828919765543436,0.0,5.749511833283905,39.55138438070475,0.0,5.749511833283905,0.0,83.82885874013012,44.55705668306558,0.0,98.97536325001342,24.26546827384644,0.0,0.0,0.0,121.81000000000003,15.368064889015727,13.675032378625705,0.0,73.29088190037528,26.427527858051672,12.170333456209914,57.43294005186969,6.923737199690624,39.827682935685715,23.39026476871961,28.421177722800294,60.64157583947899,0.0,0.0,9.19140886692842,1.3585450813336148,0.8566656627251377,8.40287250089304,9.5239327147175,14.92488490580229,-4.149885571878996,0.8181818181818182,45,0,10,0,0,0,1,0,1,10,0,12,28,0,0,0,1,2.3982000000000054,170.17079999999953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
CCCCCCCCCC1=CC=C(OCC(OCC(C)OCC(OCC(C)OCC(C)OCC(OCC(OCC(C)OCC(S(=O)(O[O-])=O)C)C)C)C)C)C=C1.[Na+],1.5999263828686003e-05,4.7959,25.0,Anionic,11.382619056045623,11.382619056045623,0.0,-4.164489230545932,0.04161984571438967,16.82456140350877,845.1220000000003,767.5060000000002,844.498257804,330,0,1.0,-0.7070158248668564,1.0,0.7070158248668564,0.47368421052631576,0.7894736842105263,1.1403508771929824,3.1871356863629186,3.135975621717883e-05,1178.9661260106566,41.77116317786884,37.24184484613052,40.058341427058245,26.642305190936668,20.842601780518706,22.314006301309732,15.349337414354892,17.27575659162069,8.988310805473532,10.299670659857924,5.185651872758019,5.5650089352439185,-0.43000000000000016,3.1871356863629186,56.57,34.19040912565658,30.280946323173904,367.67610248133445,52.222795410602984,17.606331827778998,0.0,0.0,10.118126859033554,29.557286032607934,0.0,0.0,8.417796984328938,0.0,57.581401074169904,92.85146367168784,0.0,101.68678681808977,90.19787842753986,10.118126859033554,0.0,0.0,0.0,174.68561411228293,59.46193768061625,29.828919765543436,0.0,5.749511833283905,39.55138438070475,0.0,5.749511833283905,0.0,121.96140379691379,58.76764554446573,0.0,119.74657484908528,24.26546827384644,0.0,0.0,0.0,149.5,15.368064889015727,13.675032378625705,0.0,91.60278106362017,46.24817375159042,12.170333456209914,57.43294005186969,6.923737199690624,48.46616039783436,35.52299890564283,42.63176658420044,78.73758812296407,0.0,0.0,9.220968825277913,1.3644383447965311,0.8658702695642397,8.450318509629593,9.163563131086716,22.11174202722686,-4.164489230545932,0.8571428571428571,57,0,13,0,0,0,1,0,1,13,0,15,37,0,0,0,1,3.613500000000009,216.412799999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
CCCCCCCCCC1=CC=C(OCC(OCC(C)OCC(OCC(C)OCC(C)OCC(OCC(OCC(C)OCC(C)OCC(OCC(C)OCC(S(=O)(O[O-])=O)C)C)C)C)C)C)C=C1.[Na+],1.2000518202042658e-05,4.9208,25.0,Anionic,11.410546284975027,11.410546284975027,0.0,-4.173183506109262,0.03754398210954789,17.420289855072465,1019.3620000000001,923.602,1018.6238522400001,402,0,1.0,-0.7070158248668564,1.0,0.7070158248668564,0.391304347826087,0.6521739130434783,0.9420289855072463,3.3246509986966397,4.62394669952162e-05,1431.0592468615955,50.74585467255699,45.3199608686506,48.13645744957832,32.32384574128872,25.372529644450157,26.843934165241183,18.781189066933035,20.707608244198827,10.834663475893548,12.14602333027794,6.22931498467474,6.60867204716064,-0.5500000000000003,3.3246509986966397,68.45,41.7611660761778,37.78171156204264,440.3012171994244,66.43338427200312,17.606331827778998,0.0,0.0,10.118126859033554,29.557286032607934,0.0,0.0,8.417796984328938,0.0,57.581401074169904,113.6226752707597,0.0,139.81933187487346,104.40846728893999,10.118126859033554,0.0,0.0,0.0,213.76872487459974,79.28258357415501,29.828919765543436,0.0,5.749511833283905,39.55138438070475,0.0,5.749511833283905,0.0,160.09394885369747,72.97823440586588,0.0,140.51778644815715,24.26546827384644,0.0,0.0,0.0,177.19000000000003,15.368064889015727,13.675032378625705,0.0,109.91468022686509,66.06881964512917,12.170333456209914,57.43294005186969,6.923737199690624,69.23737199690622,35.52299890564283,56.84235544560059,96.90351189283035,0.0,0.0,9.241288088815422,1.3661470725460734,0.8684350695315428,8.469356688436148,8.76738554661087,29.307059147338837,-4.173183506109262,0.8823529411764706,69,0,16,0,0,0,1,0,1,16,0,18,46,0,0,0,1,4.828800000000012,262.65479999999894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
